立法委員,影片編號,影片日期,影片標題,觀看網址,影片資訊
鄭麗君,79614,"2015-01-15 11:53:12",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79614/1M,8/2799/201501/20150115_115312.json
鄭麗君,79420,"2015-01-08 10:25:54",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79420/1M,8/2799/201501/20150108_102554.json
鄭麗君,79352,"2015-01-07 11:05:22",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79352/1M,8/2799/201501/20150107_110522.json
鄭麗君,79239,"2015-01-05 10:17:59",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79239/1M,8/2799/201501/20150105_101759.json
盧秀燕,79747,"2015-01-23 17:14:06",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79747/1M,8/2768/201501/20150123_171406.json
盧秀燕,79699,"2015-01-21 10:29:36",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79699/1M,8/2768/201501/20150121_102936.json
盧秀燕,79512,"2015-01-12 12:10:51",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79512/1M,8/2768/201501/20150112_121051.json
盧秀燕,79514,"2015-01-12 11:11:09",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79514/1M,8/2768/201501/20150112_111109.json
盧秀燕,79409,"2015-01-08 09:42:02",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79409/1M,8/2768/201501/20150108_094202.json
盧秀燕,79389,"2015-01-07 14:30:20",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79389/1M,8/2768/201501/20150107_143020.json
盧秀燕,79321,"2015-01-07 10:18:11",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79321/1M,8/2768/201501/20150107_101811.json
盧秀燕,79293,"2015-01-06 11:18:09",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79293/1M,8/2768/201501/20150106_111809.json
盧嘉辰,79711,"2015-01-21 11:03:11",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79711/1M,8/2800/201501/20150121_110311.json
盧嘉辰,79678,"2015-01-20 17:13:33",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79678/1M,8/2800/201501/20150120_171333.json
盧嘉辰,79635,"2015-01-19 09:29:21",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79635/1M,8/2800/201501/20150119_092921.json
盧嘉辰,79580,"2015-01-14 14:51:06",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79580/1M,8/2800/201501/20150114_145106.json
盧嘉辰,79527,"2015-01-12 15:34:55",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79527/1M,8/2800/201501/20150112_153455.json
盧嘉辰,79430,"2015-01-08 10:18:10",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79430/1M,8/2800/201501/20150108_101810.json
盧嘉辰,79302,"2015-01-06 17:09:48",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79302/1M,8/2800/201501/20150106_170948.json
盧嘉辰,79275,"2015-01-05 12:21:39",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79275/1M,8/2800/201501/20150105_122139.json
蕭美琴,79739,"2015-01-23 14:13:36",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79739/1M,8/2733/201501/20150123_141336.json
蕭美琴,79662,"2015-01-20 12:24:48",第8屆第6會期程序委員會第19次會議,http://ivod.ly.gov.tw/Play/VOD/79662/1M,8/2733/201501/20150120_122448.json
蕭美琴,79607,"2015-01-15 10:55:41",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79607/1M,8/2733/201501/20150115_105541.json
蕭美琴,79499,"2015-01-12 10:57:32",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79499/1M,8/2733/201501/20150112_105732.json
蕭美琴,79367,"2015-01-07 11:42:20",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79367/1M,8/2733/201501/20150107_114220.json
蕭美琴,79243,"2015-01-05 10:47:04",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79243/1M,8/2733/201501/20150105_104704.json
賴士葆,79696,"2015-01-21 10:17:51",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79696/1M,8/2818/201501/20150121_101751.json
賴士葆,79680,"2015-01-20 17:15:53",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79680/1M,8/2818/201501/20150120_171553.json
賴士葆,79546,"2015-01-13 17:12:12",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79546/1M,8/2818/201501/20150113_171212.json
賴士葆,79504,"2015-01-12 11:25:44",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79504/1M,8/2818/201501/20150112_112544.json
賴士葆,79493,"2015-01-12 10:00:32",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79493/1M,8/2818/201501/20150112_100032.json
賴士葆,79411,"2015-01-08 10:04:39",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79411/1M,8/2818/201501/20150108_100439.json
賴士葆,79373,"2015-01-07 11:23:12",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79373/1M,8/2818/201501/20150107_112312.json
賴士葆,79319,"2015-01-07 10:06:34",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79319/1M,8/2818/201501/20150107_100634.json
賴士葆,79304,"2015-01-06 17:12:19",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79304/1M,8/2818/201501/20150106_171219.json
賴振昌,79749,"2015-01-23 18:44:56",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79749/1M,8/2814/201501/20150123_184456.json
賴振昌,79742,"2015-01-23 14:20:25",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79742/1M,8/2814/201501/20150123_142025.json
賴振昌,79729,"2015-01-22 15:29:40",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79729/1M,8/2814/201501/20150122_152940.json
賴振昌,79667,"2015-01-20 16:14:42",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79667/1M,8/2814/201501/20150120_161442.json
賴振昌,79506,"2015-01-12 11:36:14",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79506/1M,8/2814/201501/20150112_113614.json
賴振昌,79496,"2015-01-12 10:40:46",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79496/1M,8/2814/201501/20150112_104046.json
賴振昌,79459,"2015-01-09 09:15:39",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79459/1M,8/2814/201501/20150109_091539.json
賴振昌,79434,"2015-01-08 11:10:12",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79434/1M,8/2814/201501/20150108_111012.json
賴振昌,79412,"2015-01-08 10:15:42",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79412/1M,8/2814/201501/20150108_101542.json
賴振昌,79396,"2015-01-07 15:10:09",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79396/1M,8/2814/201501/20150107_151009.json
賴振昌,79393,"2015-01-07 14:40:34",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79393/1M,8/2814/201501/20150107_144034.json
賴振昌,79382,"2015-01-07 12:07:55",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79382/1M,8/2814/201501/20150107_120755.json
賴振昌,79351,"2015-01-07 11:05:06",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79351/1M,8/2814/201501/20150107_110506.json
賴振昌,79297,"2015-01-06 17:03:01",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79297/1M,8/2814/201501/20150106_170301.json
賴振昌,79294,"2015-01-06 11:19:56",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79294/1M,8/2814/201501/20150106_111956.json
賴振昌,79260,"2015-01-05 11:50:23",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79260/1M,8/2814/201501/20150105_115023.json
薛凌,79700,"2015-01-21 10:38:58",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79700/1M,8/2734/201501/20150121_103858.json
薛凌,79688,"2015-01-21 09:21:20",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79688/1M,8/2734/201501/20150121_092120.json
薛凌,79333,"2015-01-07 10:30:41",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79333/1M,8/2734/201501/20150107_103041.json
簡東明,79551,"2015-01-13 17:17:54",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79551/1M,8/2813/201501/20150113_171754.json
簡東明,79533,"2015-01-12 16:46:19",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79533/1M,8/2813/201501/20150112_164619.json
簡東明,79303,"2015-01-06 17:11:09",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79303/1M,8/2813/201501/20150106_171109.json
簡東明,79272,"2015-01-05 11:42:10",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79272/1M,8/2813/201501/20150105_114210.json
簡東明,79251,"2015-01-05 11:00:06",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79251/1M,8/2813/201501/20150105_110006.json
顏寬恒,79669,"2015-01-20 17:01:45",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79669/1M,8/2731/201501/20150120_170145.json
顏寬恒,79686,"2015-01-20 10:18:04",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79686/1M,8/2731/201501/20150120_101804.json
羅明才,79716,"2015-01-21 11:38:29",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79716/1M,8/2730/201501/20150121_113829.json
羅明才,79524,"2015-01-12 12:52:39",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79524/1M,8/2730/201501/20150112_125239.json
羅明才,79388,"2015-01-07 11:40:19",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79388/1M,8/2730/201501/20150107_114019.json
羅淑蕾,79692,"2015-01-21 09:48:41",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79692/1M,8/2736/201501/20150121_094841.json
羅淑蕾,79685,"2015-01-20 17:22:17",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79685/1M,8/2736/201501/20150120_172217.json
羅淑蕾,79587,"2015-01-15 09:25:51",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79587/1M,8/2736/201501/20150115_092551.json
羅淑蕾,79545,"2015-01-13 17:11:10",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79545/1M,8/2736/201501/20150113_171110.json
羅淑蕾,79416,"2015-01-08 09:57:06",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79416/1M,8/2736/201501/20150108_095706.json
羅淑蕾,79309,"2015-01-07 09:17:47",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79309/1M,8/2736/201501/20150107_091747.json
羅淑蕾,79296,"2015-01-06 17:02:00",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79296/1M,8/2736/201501/20150106_170200.json
羅淑蕾,79221,"2015-01-05 09:30:06",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79221/1M,8/2736/201501/20150105_093006.json
蘇清泉,79656,"2015-01-19 13:09:47",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79656/1M,8/2769/201501/20150119_130947.json
蘇清泉,79548,"2015-01-13 17:14:14",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79548/1M,8/2769/201501/20150113_171414.json
蘇清泉,79448,"2015-01-08 15:54:06",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79448/1M,8/2769/201501/20150108_155406.json
蘇清泉,79250,"2015-01-05 11:07:06",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79250/1M,8/2769/201501/20150105_110706.json
蘇震清,79723,"2015-01-21 11:43:51",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79723/1M,8/2816/201501/20150121_114351.json
蘇震清,79659,"2015-01-19 12:43:41",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79659/1M,8/2816/201501/20150119_124341.json
蘇震清,79563,"2015-01-14 10:27:08",立法院第8屆第6會期經濟、司法及法制兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79563/1M,8/2816/201501/20150114_102708.json
蘇震清,79515,"2015-01-12 11:26:02",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79515/1M,8/2816/201501/20150112_112602.json
蘇震清,79370,"2015-01-07 10:50:21",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79370/1M,8/2816/201501/20150107_105021.json
